actual,status,risk_score,risk_level
apache2,ANOMALY,66.19,MEDIUM
normal,NORMAL,0.85,LOW
guess_passwd,NORMAL,9.29,LOW
normal,NORMAL,16.43,LOW
normal,NORMAL,49.63,MEDIUM
neptune,ANOMALY,82.66,HIGH
normal,NORMAL,18.1,LOW
normal,NORMAL,0.26,LOW
guess_passwd,NORMAL,11.24,LOW
guess_passwd,NORMAL,11.75,LOW
neptune,ANOMALY,87.35,HIGH
normal,NORMAL,45.14,MEDIUM
neptune,ANOMALY,81.81,HIGH
normal,NORMAL,16.98,LOW
normal,NORMAL,0.26,LOW
normal,NORMAL,1.02,LOW
portsweep,ANOMALY,77.05,HIGH
neptune,ANOMALY,78.6,HIGH
neptune,ANOMALY,78.74,HIGH
guess_passwd,NORMAL,27.38,LOW
saint,ANOMALY,93.07,HIGH
neptune,ANOMALY,75.43,HIGH
neptune,ANOMALY,79.01,HIGH
processtable,NORMAL,46.01,MEDIUM
normal,NORMAL,21.2,LOW
smurf,ANOMALY,52.82,MEDIUM
normal,NORMAL,1.48,LOW
normal,NORMAL,1.86,LOW
mscan,ANOMALY,70.85,HIGH
neptune,ANOMALY,80.42,HIGH
neptune,ANOMALY,81.73,HIGH
neptune,ANOMALY,80.41,HIGH
normal,NORMAL,49.96,MEDIUM
normal,NORMAL,3.56,LOW
apache2,ANOMALY,59.12,MEDIUM
satan,ANOMALY,65.02,MEDIUM
normal,ANOMALY,54.73,MEDIUM
normal,NORMAL,0.7,LOW
normal,NORMAL,0.6,LOW
normal,NORMAL,3.13,LOW
neptune,ANOMALY,79.08,HIGH
neptune,ANOMALY,86.8,HIGH
processtable,NORMAL,45.21,MEDIUM
neptune,ANOMALY,75.48,HIGH
guess_passwd,NORMAL,14.51,LOW
neptune,ANOMALY,79.06,HIGH
normal,NORMAL,5.09,LOW
processtable,NORMAL,38.94,MEDIUM
guess_passwd,NORMAL,15.3,LOW
processtable,NORMAL,45.87,MEDIUM
normal,NORMAL,41.41,MEDIUM
mailbomb,NORMAL,28.47,LOW
normal,NORMAL,4.99,LOW
normal,NORMAL,2.91,LOW
normal,NORMAL,3.71,LOW
normal,NORMAL,0.63,LOW
warezmaster,ANOMALY,52.53,MEDIUM
satan,ANOMALY,61.09,MEDIUM
neptune,ANOMALY,88.87,HIGH
saint,ANOMALY,55.44,MEDIUM
normal,NORMAL,2.54,LOW
smurf,NORMAL,47.58,MEDIUM
normal,NORMAL,9.17,LOW
neptune,ANOMALY,80.85,HIGH
multihop,NORMAL,25.94,LOW
neptune,ANOMALY,85.41,HIGH
named,NORMAL,18.49,LOW
normal,NORMAL,25.86,LOW
normal,NORMAL,1.21,LOW
warezmaster,NORMAL,33.96,MEDIUM
satan,ANOMALY,92.13,HIGH
neptune,ANOMALY,81.28,HIGH
normal,NORMAL,2.49,LOW
neptune,ANOMALY,71.24,HIGH
normal,NORMAL,1.28,LOW
normal,NORMAL,1.44,LOW
neptune,ANOMALY,81.16,HIGH
neptune,ANOMALY,80.22,HIGH
normal,NORMAL,1.46,LOW
neptune,ANOMALY,85.62,HIGH
neptune,ANOMALY,75.53,HIGH
mscan,ANOMALY,80.05,HIGH
neptune,ANOMALY,81.04,HIGH
neptune,ANOMALY,76.2,HIGH
neptune,ANOMALY,85.33,HIGH
normal,NORMAL,21.0,LOW
normal,NORMAL,3.29,LOW
normal,NORMAL,3.17,LOW
normal,NORMAL,1.65,LOW
mscan,ANOMALY,77.48,HIGH
normal,NORMAL,31.59,MEDIUM
guess_passwd,NORMAL,29.25,LOW
normal,NORMAL,0.23,LOW
mscan,ANOMALY,85.18,HIGH
saint,ANOMALY,93.69,HIGH
processtable,NORMAL,46.24,MEDIUM
normal,NORMAL,0.3,LOW
neptune,ANOMALY,76.02,HIGH
neptune,ANOMALY,85.42,HIGH
normal,NORMAL,1.57,LOW
processtable,NORMAL,50.24,MEDIUM
normal,NORMAL,4.92,LOW
normal,ANOMALY,63.33,MEDIUM
portsweep,ANOMALY,66.4,MEDIUM
normal,NORMAL,40.17,MEDIUM
normal,NORMAL,19.74,LOW
normal,NORMAL,6.28,LOW
normal,NORMAL,5.58,LOW
back,NORMAL,17.36,LOW
normal,NORMAL,14.9,LOW
normal,NORMAL,50.05,MEDIUM
satan,ANOMALY,62.06,MEDIUM
normal,NORMAL,16.95,LOW
normal,NORMAL,14.39,LOW
normal,NORMAL,18.13,LOW
warezmaster,NORMAL,31.04,MEDIUM
satan,ANOMALY,95.16,HIGH
processtable,NORMAL,49.57,MEDIUM
normal,NORMAL,0.62,LOW
normal,NORMAL,51.67,MEDIUM
warezmaster,NORMAL,37.68,MEDIUM
snmpguess,NORMAL,26.46,LOW
normal,NORMAL,2.48,LOW
neptune,ANOMALY,75.95,HIGH
normal,NORMAL,43.69,MEDIUM
normal,NORMAL,49.72,MEDIUM
back,NORMAL,18.33,LOW
mscan,ANOMALY,77.92,HIGH
normal,NORMAL,0.77,LOW
neptune,ANOMALY,81.81,HIGH
normal,NORMAL,50.11,MEDIUM
normal,NORMAL,24.58,LOW
neptune,ANOMALY,81.18,HIGH
snmpguess,NORMAL,26.32,LOW
normal,ANOMALY,61.63,MEDIUM
warezmaster,NORMAL,29.45,LOW
normal,NORMAL,1.92,LOW
neptune,ANOMALY,79.98,HIGH
normal,NORMAL,29.96,LOW
processtable,NORMAL,46.34,MEDIUM
normal,NORMAL,1.51,LOW
normal,NORMAL,26.39,LOW
processtable,NORMAL,51.25,MEDIUM
normal,NORMAL,2.69,LOW
normal,NORMAL,17.88,LOW
guess_passwd,NORMAL,9.92,LOW
guess_passwd,ANOMALY,68.97,MEDIUM
neptune,ANOMALY,83.06,HIGH
normal,NORMAL,13.17,LOW
neptune,ANOMALY,86.96,HIGH
normal,NORMAL,1.47,LOW
guess_passwd,NORMAL,11.16,LOW
neptune,ANOMALY,82.11,HIGH
neptune,ANOMALY,86.98,HIGH
normal,ANOMALY,62.25,MEDIUM
normal,NORMAL,1.42,LOW
normal,NORMAL,1.53,LOW
normal,NORMAL,1.01,LOW
mscan,ANOMALY,77.64,HIGH
neptune,ANOMALY,77.09,HIGH
normal,NORMAL,49.69,MEDIUM
mailbomb,NORMAL,20.81,LOW
normal,ANOMALY,70.48,HIGH
normal,NORMAL,3.17,LOW
neptune,ANOMALY,76.35,HIGH
normal,NORMAL,5.66,LOW
normal,NORMAL,1.17,LOW
neptune,ANOMALY,77.22,HIGH
normal,NORMAL,0.82,LOW
normal,NORMAL,49.54,MEDIUM
normal,NORMAL,4.18,LOW
mscan,ANOMALY,75.24,HIGH
warezmaster,NORMAL,32.38,MEDIUM
neptune,ANOMALY,75.66,HIGH
normal,NORMAL,22.34,LOW
pod,NORMAL,49.88,MEDIUM
normal,NORMAL,0.29,LOW
warezmaster,NORMAL,28.22,LOW
neptune,ANOMALY,75.0,HIGH
neptune,ANOMALY,82.62,HIGH
neptune,ANOMALY,82.09,HIGH
normal,NORMAL,1.38,LOW
smurf,ANOMALY,55.23,MEDIUM
sendmail,NORMAL,30.54,MEDIUM
neptune,ANOMALY,87.2,HIGH
normal,NORMAL,17.03,LOW
normal,NORMAL,14.1,LOW
mscan,ANOMALY,53.24,MEDIUM
neptune,ANOMALY,69.89,MEDIUM
guess_passwd,NORMAL,47.46,MEDIUM
normal,NORMAL,3.15,LOW
neptune,ANOMALY,80.99,HIGH
normal,NORMAL,1.34,LOW
warezmaster,NORMAL,28.95,LOW
neptune,ANOMALY,75.46,HIGH
neptune,ANOMALY,78.61,HIGH
normal,NORMAL,6.52,LOW
guess_passwd,NORMAL,11.4,LOW
normal,NORMAL,2.07,LOW
nmap,ANOMALY,82.36,HIGH
neptune,ANOMALY,82.0,HIGH
neptune,ANOMALY,76.52,HIGH
normal,NORMAL,22.59,LOW
processtable,ANOMALY,62.01,MEDIUM
mscan,ANOMALY,72.36,HIGH
apache2,ANOMALY,77.29,HIGH
normal,NORMAL,8.48,LOW
normal,NORMAL,1.58,LOW
normal,NORMAL,0.51,LOW
mscan,ANOMALY,81.81,HIGH
normal,NORMAL,47.12,MEDIUM
snmpgetattack,NORMAL,26.85,LOW
normal,NORMAL,0.28,LOW
normal,NORMAL,1.57,LOW
warezmaster,NORMAL,32.34,MEDIUM
normal,NORMAL,6.09,LOW
back,NORMAL,19.05,LOW
mscan,ANOMALY,65.45,MEDIUM
normal,NORMAL,3.91,LOW
normal,NORMAL,1.29,LOW
smurf,ANOMALY,53.5,MEDIUM
normal,NORMAL,1.39,LOW
nmap,ANOMALY,84.64,HIGH
normal,NORMAL,2.58,LOW
normal,NORMAL,1.3,LOW
guess_passwd,NORMAL,21.27,LOW
normal,NORMAL,5.17,LOW
satan,ANOMALY,94.16,HIGH
neptune,ANOMALY,79.84,HIGH
snmpgetattack,NORMAL,32.37,MEDIUM
neptune,ANOMALY,82.39,HIGH
neptune,ANOMALY,86.59,HIGH
neptune,ANOMALY,87.24,HIGH
normal,NORMAL,17.46,LOW
httptunnel,ANOMALY,61.01,MEDIUM
normal,NORMAL,19.28,LOW
normal,NORMAL,3.14,LOW
normal,NORMAL,1.94,LOW
smurf,NORMAL,40.49,MEDIUM
normal,NORMAL,2.46,LOW
processtable,NORMAL,45.86,MEDIUM
smurf,NORMAL,48.46,MEDIUM
normal,NORMAL,2.01,LOW
guess_passwd,NORMAL,21.8,LOW
saint,ANOMALY,61.75,MEDIUM
warezmaster,NORMAL,27.66,LOW
normal,NORMAL,0.71,LOW
normal,NORMAL,1.65,LOW
normal,NORMAL,18.62,LOW
normal,NORMAL,20.02,LOW
apache2,ANOMALY,61.83,MEDIUM
back,NORMAL,25.56,LOW
normal,NORMAL,1.99,LOW
normal,NORMAL,39.14,MEDIUM
normal,NORMAL,0.4,LOW
guess_passwd,NORMAL,31.89,MEDIUM
neptune,ANOMALY,74.86,HIGH
neptune,ANOMALY,74.8,HIGH
guess_passwd,NORMAL,10.76,LOW
normal,NORMAL,15.32,LOW
normal,NORMAL,27.23,LOW
saint,ANOMALY,55.32,MEDIUM
apache2,ANOMALY,57.52,MEDIUM
normal,NORMAL,0.69,LOW
neptune,ANOMALY,76.4,HIGH
warezmaster,NORMAL,28.54,LOW
normal,NORMAL,1.84,LOW
satan,ANOMALY,64.03,MEDIUM
guess_passwd,NORMAL,10.03,LOW
normal,NORMAL,3.23,LOW
neptune,ANOMALY,76.45,HIGH
normal,NORMAL,4.11,LOW
normal,NORMAL,9.52,LOW
mscan,ANOMALY,74.72,HIGH
satan,ANOMALY,68.19,MEDIUM
processtable,NORMAL,38.38,MEDIUM
neptune,ANOMALY,82.13,HIGH
normal,NORMAL,38.59,MEDIUM
saint,ANOMALY,55.29,MEDIUM
warezmaster,NORMAL,28.76,LOW
normal,NORMAL,3.04,LOW
ipsweep,ANOMALY,56.45,MEDIUM
normal,NORMAL,1.06,LOW
warezmaster,NORMAL,16.6,LOW
mscan,ANOMALY,79.85,HIGH
mailbomb,NORMAL,32.25,MEDIUM
smurf,NORMAL,42.72,MEDIUM
normal,NORMAL,1.57,LOW
normal,NORMAL,0.84,LOW
normal,NORMAL,4.09,LOW
neptune,ANOMALY,82.09,HIGH
neptune,ANOMALY,80.87,HIGH
neptune,ANOMALY,81.82,HIGH
processtable,ANOMALY,51.92,MEDIUM
neptune,ANOMALY,82.45,HIGH
neptune,ANOMALY,80.42,HIGH
normal,NORMAL,1.03,LOW
guess_passwd,NORMAL,23.73,LOW
normal,NORMAL,1.33,LOW
neptune,ANOMALY,87.31,HIGH
neptune,ANOMALY,76.01,HIGH
nmap,ANOMALY,82.06,HIGH
normal,NORMAL,25.36,LOW
normal,NORMAL,0.44,LOW
neptune,ANOMALY,82.25,HIGH
smurf,NORMAL,48.81,MEDIUM
processtable,NORMAL,42.94,MEDIUM
normal,NORMAL,0.58,LOW
neptune,ANOMALY,81.74,HIGH
mscan,ANOMALY,62.66,MEDIUM
normal,NORMAL,0.81,LOW
normal,NORMAL,0.34,LOW
normal,NORMAL,38.35,MEDIUM
apache2,ANOMALY,61.76,MEDIUM
back,NORMAL,17.63,LOW
normal,NORMAL,25.96,LOW
smurf,NORMAL,43.37,MEDIUM
normal,NORMAL,10.9,LOW
mailbomb,NORMAL,13.25,LOW
guess_passwd,NORMAL,19.53,LOW
normal,NORMAL,1.31,LOW
neptune,ANOMALY,86.37,HIGH
neptune,ANOMALY,80.11,HIGH
mscan,ANOMALY,78.29,HIGH
httptunnel,ANOMALY,52.08,MEDIUM
normal,NORMAL,1.9,LOW
normal,NORMAL,5.59,LOW
satan,ANOMALY,91.73,HIGH
warezmaster,NORMAL,31.9,MEDIUM
neptune,ANOMALY,80.5,HIGH
normal,NORMAL,4.57,LOW
normal,NORMAL,23.44,LOW
normal,NORMAL,14.59,LOW
normal,NORMAL,0.98,LOW
neptune,ANOMALY,74.37,HIGH
normal,NORMAL,0.41,LOW
normal,NORMAL,10.88,LOW
warezmaster,NORMAL,26.82,LOW
ipsweep,NORMAL,51.05,MEDIUM
neptune,ANOMALY,86.79,HIGH
smurf,ANOMALY,56.79,MEDIUM
normal,NORMAL,1.69,LOW
normal,NORMAL,0.48,LOW
normal,NORMAL,0.57,LOW
neptune,ANOMALY,80.67,HIGH
normal,NORMAL,3.29,LOW
normal,NORMAL,17.3,LOW
neptune,ANOMALY,74.24,HIGH
normal,NORMAL,49.6,MEDIUM
normal,NORMAL,5.96,LOW
neptune,ANOMALY,82.34,HIGH
normal,NORMAL,0.58,LOW
mscan,ANOMALY,79.12,HIGH
normal,NORMAL,6.91,LOW
normal,NORMAL,49.63,MEDIUM
smurf,NORMAL,49.68,MEDIUM
normal,NORMAL,9.5,LOW
portsweep,ANOMALY,66.39,MEDIUM
neptune,ANOMALY,85.68,HIGH
normal,NORMAL,0.67,LOW
normal,NORMAL,50.09,MEDIUM
neptune,ANOMALY,76.01,HIGH
neptune,ANOMALY,86.97,HIGH
neptune,ANOMALY,79.36,HIGH
neptune,ANOMALY,81.29,HIGH
portsweep,ANOMALY,88.35,HIGH
normal,NORMAL,17.79,LOW
normal,NORMAL,45.27,MEDIUM
neptune,ANOMALY,82.17,HIGH
normal,NORMAL,2.06,LOW
saint,ANOMALY,52.05,MEDIUM
normal,NORMAL,6.41,LOW
normal,NORMAL,3.6,LOW
normal,NORMAL,4.25,LOW
neptune,ANOMALY,81.84,HIGH
normal,NORMAL,1.95,LOW
normal,NORMAL,7.39,LOW
mscan,ANOMALY,52.55,MEDIUM
normal,NORMAL,3.13,LOW
normal,NORMAL,49.65,MEDIUM
normal,NORMAL,0.69,LOW
processtable,NORMAL,49.08,MEDIUM
normal,NORMAL,16.95,LOW
normal,NORMAL,24.76,LOW
neptune,ANOMALY,86.94,HIGH
normal,NORMAL,6.15,LOW
smurf,NORMAL,44.61,MEDIUM
apache2,ANOMALY,57.86,MEDIUM
smurf,NORMAL,50.31,MEDIUM
neptune,ANOMALY,78.27,HIGH
normal,NORMAL,2.84,LOW
neptune,ANOMALY,82.13,HIGH
normal,NORMAL,26.72,LOW
normal,NORMAL,0.74,LOW
neptune,ANOMALY,80.16,HIGH
normal,NORMAL,0.38,LOW
neptune,ANOMALY,74.88,HIGH
warezmaster,NORMAL,27.38,LOW
guess_passwd,NORMAL,21.0,LOW
multihop,NORMAL,43.47,MEDIUM
normal,NORMAL,17.46,LOW
normal,NORMAL,0.66,LOW
neptune,ANOMALY,79.59,HIGH
smurf,ANOMALY,62.12,MEDIUM
neptune,ANOMALY,86.48,HIGH
apache2,ANOMALY,52.59,MEDIUM
neptune,ANOMALY,80.02,HIGH
normal,NORMAL,15.93,LOW
normal,NORMAL,1.62,LOW
neptune,ANOMALY,80.95,HIGH
apache2,ANOMALY,70.18,HIGH
smurf,NORMAL,40.68,MEDIUM
neptune,ANOMALY,83.42,HIGH
neptune,ANOMALY,74.57,HIGH
mscan,ANOMALY,72.23,HIGH
normal,NORMAL,15.27,LOW
normal,NORMAL,0.53,LOW
neptune,ANOMALY,87.25,HIGH
normal,NORMAL,23.0,LOW
neptune,ANOMALY,75.21,HIGH
neptune,ANOMALY,75.68,HIGH
snmpgetattack,NORMAL,28.39,LOW
normal,NORMAL,37.48,MEDIUM
normal,NORMAL,30.49,MEDIUM
normal,NORMAL,39.27,MEDIUM
warezmaster,NORMAL,28.49,LOW
neptune,ANOMALY,75.19,HIGH
normal,NORMAL,6.74,LOW
back,NORMAL,33.8,MEDIUM
normal,NORMAL,3.78,LOW
mscan,ANOMALY,66.93,MEDIUM
neptune,ANOMALY,80.14,HIGH
neptune,ANOMALY,85.34,HIGH
neptune,ANOMALY,81.04,HIGH
httptunnel,ANOMALY,62.66,MEDIUM
normal,NORMAL,2.13,LOW
normal,NORMAL,0.4,LOW
normal,NORMAL,4.19,LOW
normal,NORMAL,50.26,MEDIUM
neptune,ANOMALY,81.79,HIGH
normal,NORMAL,2.09,LOW
normal,NORMAL,0.76,LOW
httptunnel,ANOMALY,70.16,HIGH
processtable,NORMAL,45.9,MEDIUM
neptune,ANOMALY,79.35,HIGH
normal,NORMAL,21.35,LOW
normal,NORMAL,0.54,LOW
mscan,ANOMALY,64.06,MEDIUM
normal,NORMAL,5.26,LOW
normal,NORMAL,5.34,LOW
apache2,ANOMALY,76.72,HIGH
normal,NORMAL,32.16,MEDIUM
processtable,ANOMALY,66.05,MEDIUM
guess_passwd,NORMAL,10.21,LOW
neptune,ANOMALY,80.48,HIGH
guess_passwd,NORMAL,12.64,LOW
warezmaster,ANOMALY,69.07,MEDIUM
normal,ANOMALY,70.85,HIGH
snmpguess,NORMAL,26.17,LOW
neptune,ANOMALY,80.37,HIGH
normal,NORMAL,18.74,LOW
mscan,ANOMALY,81.32,HIGH
mscan,ANOMALY,77.49,HIGH
normal,NORMAL,0.64,LOW
snmpguess,NORMAL,26.49,LOW
normal,NORMAL,1.25,LOW
apache2,ANOMALY,56.29,MEDIUM
mailbomb,NORMAL,40.6,MEDIUM
neptune,ANOMALY,86.11,HIGH
warezmaster,NORMAL,28.32,LOW
satan,ANOMALY,61.98,MEDIUM
normal,NORMAL,4.68,LOW
processtable,NORMAL,43.51,MEDIUM
normal,NORMAL,0.3,LOW
neptune,ANOMALY,86.33,HIGH
guess_passwd,NORMAL,10.21,LOW
normal,NORMAL,18.93,LOW
normal,NORMAL,3.96,LOW
guess_passwd,NORMAL,16.82,LOW
normal,NORMAL,3.68,LOW
normal,NORMAL,3.65,LOW
normal,NORMAL,1.8,LOW
satan,ANOMALY,95.09,HIGH
normal,NORMAL,1.94,LOW
normal,NORMAL,50.29,MEDIUM
normal,NORMAL,46.51,MEDIUM
normal,NORMAL,2.44,LOW
guess_passwd,NORMAL,22.97,LOW
normal,NORMAL,4.3,LOW
normal,NORMAL,1.3,LOW
mailbomb,NORMAL,31.56,MEDIUM
normal,NORMAL,10.07,LOW
neptune,ANOMALY,76.04,HIGH
normal,NORMAL,4.03,LOW
guess_passwd,NORMAL,9.88,LOW
normal,NORMAL,43.78,MEDIUM
normal,NORMAL,6.06,LOW
neptune,ANOMALY,82.15,HIGH
mailbomb,NORMAL,28.03,LOW
neptune,ANOMALY,81.24,HIGH
normal,NORMAL,27.44,LOW
guess_passwd,NORMAL,20.81,LOW
normal,NORMAL,1.27,LOW
processtable,ANOMALY,67.06,MEDIUM
normal,NORMAL,2.46,LOW
warezmaster,NORMAL,33.49,MEDIUM
warezmaster,NORMAL,32.34,MEDIUM
ipsweep,NORMAL,51.67,MEDIUM
snmpguess,NORMAL,26.87,LOW
normal,NORMAL,0.43,LOW
normal,NORMAL,19.39,LOW
normal,NORMAL,2.67,LOW
normal,NORMAL,6.49,LOW
ipsweep,ANOMALY,56.55,MEDIUM
neptune,ANOMALY,80.98,HIGH
neptune,ANOMALY,81.59,HIGH
guess_passwd,NORMAL,21.04,LOW
smurf,NORMAL,40.48,MEDIUM
normal,NORMAL,1.17,LOW
normal,NORMAL,1.25,LOW
normal,NORMAL,49.6,MEDIUM
normal,NORMAL,0.82,LOW
mscan,NORMAL,47.49,MEDIUM
neptune,ANOMALY,79.07,HIGH
neptune,ANOMALY,76.56,HIGH
normal,NORMAL,1.04,LOW
normal,NORMAL,0.37,LOW
apache2,ANOMALY,66.19,MEDIUM
neptune,ANOMALY,82.04,HIGH
saint,ANOMALY,93.74,HIGH
mscan,ANOMALY,66.49,MEDIUM
guess_passwd,NORMAL,13.8,LOW
normal,NORMAL,0.64,LOW
normal,NORMAL,0.28,LOW
mscan,ANOMALY,76.58,HIGH
normal,NORMAL,3.24,LOW
mscan,ANOMALY,52.35,MEDIUM
snmpguess,NORMAL,26.27,LOW
apache2,NORMAL,47.75,MEDIUM
normal,NORMAL,6.06,LOW
httptunnel,ANOMALY,58.7,MEDIUM
normal,NORMAL,28.0,LOW
normal,NORMAL,23.65,LOW
apache2,ANOMALY,60.24,MEDIUM
guess_passwd,NORMAL,11.9,LOW
normal,NORMAL,0.25,LOW
neptune,ANOMALY,82.18,HIGH
guess_passwd,NORMAL,21.52,LOW
processtable,ANOMALY,76.0,HIGH
normal,NORMAL,19.09,LOW
normal,ANOMALY,56.11,MEDIUM
apache2,ANOMALY,74.19,HIGH
snmpgetattack,NORMAL,26.55,LOW
neptune,ANOMALY,82.13,HIGH
normal,NORMAL,1.09,LOW
neptune,ANOMALY,86.75,HIGH
neptune,ANOMALY,76.2,HIGH
mailbomb,NORMAL,27.06,LOW
normal,ANOMALY,64.6,MEDIUM
ipsweep,NORMAL,51.38,MEDIUM
normal,NORMAL,44.64,MEDIUM
neptune,ANOMALY,80.41,HIGH
neptune,ANOMALY,80.15,HIGH
warezmaster,NORMAL,26.44,LOW
guess_passwd,NORMAL,20.81,LOW
neptune,ANOMALY,81.1,HIGH
neptune,ANOMALY,82.71,HIGH
satan,ANOMALY,68.12,MEDIUM
neptune,ANOMALY,80.83,HIGH
neptune,ANOMALY,79.0,HIGH
back,NORMAL,18.01,LOW
warezmaster,NORMAL,51.25,MEDIUM
normal,NORMAL,1.52,LOW
normal,NORMAL,18.08,LOW
normal,NORMAL,21.29,LOW
ipsweep,ANOMALY,56.24,MEDIUM
normal,NORMAL,1.56,LOW
normal,NORMAL,19.72,LOW
neptune,ANOMALY,75.32,HIGH
neptune,ANOMALY,83.05,HIGH
normal,NORMAL,8.97,LOW
back,NORMAL,16.25,LOW
neptune,ANOMALY,87.23,HIGH
normal,NORMAL,3.04,LOW
processtable,NORMAL,41.6,MEDIUM
normal,NORMAL,30.35,MEDIUM
neptune,ANOMALY,74.23,HIGH
normal,NORMAL,0.41,LOW
normal,NORMAL,5.54,LOW
normal,NORMAL,0.53,LOW
neptune,ANOMALY,81.93,HIGH
normal,NORMAL,0.58,LOW
normal,NORMAL,2.31,LOW
mscan,ANOMALY,75.46,HIGH
normal,NORMAL,25.9,LOW
normal,NORMAL,0.48,LOW
neptune,ANOMALY,82.4,HIGH
neptune,ANOMALY,81.58,HIGH
neptune,ANOMALY,80.72,HIGH
normal,NORMAL,2.49,LOW
normal,NORMAL,6.61,LOW
normal,NORMAL,0.22,LOW
normal,NORMAL,0.39,LOW
neptune,ANOMALY,86.9,HIGH
normal,NORMAL,27.78,LOW
warezmaster,NORMAL,27.91,LOW
normal,NORMAL,0.32,LOW
neptune,ANOMALY,79.39,HIGH
normal,NORMAL,31.61,MEDIUM
mscan,ANOMALY,73.59,HIGH
normal,NORMAL,0.45,LOW
neptune,ANOMALY,75.58,HIGH
neptune,ANOMALY,80.39,HIGH
normal,NORMAL,29.49,LOW
satan,ANOMALY,99.72,HIGH
normal,NORMAL,0.51,LOW
processtable,NORMAL,50.32,MEDIUM
normal,NORMAL,1.08,LOW
normal,NORMAL,1.77,LOW
guess_passwd,NORMAL,28.74,LOW
normal,NORMAL,2.2,LOW
normal,NORMAL,21.13,LOW
neptune,ANOMALY,81.91,HIGH
processtable,NORMAL,44.53,MEDIUM
normal,NORMAL,50.06,MEDIUM
warezmaster,NORMAL,32.5,MEDIUM
normal,NORMAL,3.64,LOW
neptune,ANOMALY,81.45,HIGH
neptune,ANOMALY,82.27,HIGH
normal,NORMAL,1.84,LOW
normal,NORMAL,45.4,MEDIUM
snmpgetattack,NORMAL,29.84,LOW
normal,NORMAL,1.69,LOW
normal,NORMAL,20.99,LOW
normal,NORMAL,28.72,LOW
snmpguess,NORMAL,26.55,LOW
warezmaster,NORMAL,33.64,MEDIUM
guess_passwd,NORMAL,9.47,LOW
neptune,ANOMALY,84.3,HIGH
mscan,ANOMALY,67.1,MEDIUM
guess_passwd,NORMAL,23.72,LOW
normal,NORMAL,2.18,LOW
guess_passwd,NORMAL,9.3,LOW
teardrop,NORMAL,32.18,MEDIUM
warezmaster,NORMAL,42.32,MEDIUM
guess_passwd,NORMAL,10.25,LOW
normal,NORMAL,6.72,LOW
normal,NORMAL,50.54,MEDIUM
neptune,ANOMALY,85.78,HIGH
normal,NORMAL,0.29,LOW
normal,NORMAL,44.68,MEDIUM
normal,NORMAL,5.76,LOW
mscan,ANOMALY,62.4,MEDIUM
apache2,ANOMALY,54.48,MEDIUM
processtable,NORMAL,44.7,MEDIUM
warezmaster,NORMAL,29.04,LOW
normal,NORMAL,23.61,LOW
normal,NORMAL,1.77,LOW
normal,NORMAL,2.27,LOW
normal,NORMAL,11.29,LOW
normal,NORMAL,3.52,LOW
warezmaster,NORMAL,28.31,LOW
normal,NORMAL,3.75,LOW
normal,NORMAL,0.79,LOW
normal,NORMAL,0.61,LOW
ipsweep,NORMAL,51.55,MEDIUM
normal,NORMAL,1.62,LOW
normal,NORMAL,4.78,LOW
neptune,ANOMALY,80.6,HIGH
normal,NORMAL,1.02,LOW
satan,ANOMALY,66.71,MEDIUM
normal,NORMAL,2.89,LOW
normal,NORMAL,3.44,LOW
guess_passwd,NORMAL,11.78,LOW
apache2,NORMAL,46.52,MEDIUM
neptune,ANOMALY,81.31,HIGH
normal,NORMAL,5.53,LOW
mailbomb,NORMAL,21.93,LOW
satan,ANOMALY,69.1,MEDIUM
normal,NORMAL,22.5,LOW
satan,ANOMALY,93.23,HIGH
normal,NORMAL,14.02,LOW
normal,NORMAL,0.57,LOW
normal,NORMAL,25.02,LOW
apache2,ANOMALY,62.08,MEDIUM
normal,NORMAL,15.5,LOW
neptune,ANOMALY,74.71,HIGH
normal,NORMAL,4.33,LOW
mscan,ANOMALY,74.55,HIGH
normal,NORMAL,3.25,LOW
back,NORMAL,24.13,LOW
normal,NORMAL,36.94,MEDIUM
smurf,NORMAL,39.33,MEDIUM
normal,NORMAL,5.99,LOW
neptune,ANOMALY,85.41,HIGH
ipsweep,NORMAL,51.63,MEDIUM
normal,NORMAL,15.73,LOW
guess_passwd,NORMAL,20.54,LOW
apache2,ANOMALY,77.12,HIGH
neptune,ANOMALY,85.6,HIGH
normal,NORMAL,3.61,LOW
normal,NORMAL,0.24,LOW
snmpgetattack,NORMAL,40.28,MEDIUM
neptune,ANOMALY,82.15,HIGH
neptune,ANOMALY,81.79,HIGH
neptune,ANOMALY,80.36,HIGH
normal,NORMAL,16.53,LOW
apache2,NORMAL,47.63,MEDIUM
apache2,ANOMALY,56.15,MEDIUM
normal,NORMAL,3.58,LOW
normal,NORMAL,0.61,LOW
normal,NORMAL,27.36,LOW
apache2,ANOMALY,72.93,HIGH
apache2,ANOMALY,66.93,MEDIUM
apache2,NORMAL,51.64,MEDIUM
pod,NORMAL,50.05,MEDIUM
apache2,ANOMALY,55.46,MEDIUM
ipsweep,ANOMALY,52.74,MEDIUM
snmpguess,NORMAL,26.39,LOW
guess_passwd,NORMAL,10.7,LOW
normal,NORMAL,0.41,LOW
neptune,ANOMALY,83.88,HIGH
warezmaster,NORMAL,29.71,LOW
mscan,ANOMALY,72.0,HIGH
neptune,ANOMALY,76.63,HIGH
normal,NORMAL,26.69,LOW
neptune,ANOMALY,76.4,HIGH
